REF_DATE,GEO,DGUID,Age group,Sex,Income source,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2004,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,9803,A,,,0
2005,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10000,A,,,0
2006,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10064,A,,,0
2007,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10181,A,,,0
2008,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10320,A,,,0
2009,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10446,A,,,0
2010,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10650,A,,,0
2011,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10791,A,,,0
2012,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,10866,A,,,0
2013,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,11019,A,,,0
2014,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,11064,A,,,0
2015,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,11188,A,,,0
2016,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,11346,A,,,0
2017,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,11562,A,,,0
2018,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,11752,A,,,0
2019,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,12010,A,,,0
2020,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,12108,A,,,0
2021,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,12277,A,,,0
2022,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,12628,A,,,0
2023,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107673454,8.1.1.1.1,13062,A,,,0
2000,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,8848,A,,,0
2001,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,8993,A,,,0
2002,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,9187,A,,,0
2003,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,9340,A,,,0
2004,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,9514,A,,,0
2005,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,9697,A,,,0
2006,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,9793,A,,,0
2007,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,9953,A,,,0
2008,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10068,A,,,0
2009,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10156,A,,,0
2010,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10311,A,,,0
2011,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10403,A,,,0
2012,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10549,A,,,0
2013,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10651,A,,,0
2014,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10732,A,,,0
2015,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,10874,A,,,0
2016,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,11019,A,,,0
2017,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,11289,A,,,0
2018,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,11534,A,,,0
2019,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,11722,A,,,0
2020,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,11925,A,,,0
2021,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,12035,A,,,0
2022,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,12261,A,,,0
2023,Ontario,2021A000235,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107673455,8.1.1.1.2,12622,A,,,0
2000,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,472620,A,,,0
2001,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,483529,A,,,0
2002,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,489885,A,,,0
2003,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,495303,A,,,0
2004,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,507544,A,,,0
2005,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,518620,A,,,0
2006,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,510672,A,,,0
2007,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,528627,A,,,0
2008,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,546213,A,,,0
2009,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,542967,A,,,0
2010,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,555137,A,,,0
2011,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,550927,A,,,0
2012,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,566026,A,,,0
2013,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,581555,A,,,0
2014,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,593098,A,,,0
2015,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,610480,A,,,0
2016,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,620666,A,,,0
2017,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,651546,A,,,0
2018,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,664938,A,,,0
2019,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,666363,A,,,0
2020,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,719792,A,,,0
2021,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,740821,A,,,0
2022,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,748390,A,,,0
2023,Ontario,2021A000235,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107673456,8.1.1.1.3,767549,A,,,0
2000,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53400,A,,,0
2001,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53800,A,,,0
2002,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53300,A,,,0
2003,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53000,A,,,0
2004,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53300,A,,,0
2005,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53500,A,,,0
2006,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,52100,A,,,0
2007,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53100,A,,,0
2008,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,54300,A,,,0
2009,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53500,A,,,0
2010,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53800,A,,,0
2011,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53000,A,,,0
2012,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,53700,A,,,0
2013,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,54600,A,,,0
2014,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,55300,A,,,0
2015,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,56100,A,,,0
2016,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,56300,A,,,0
2017,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,57700,A,,,0
2018,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,57600,A,,,0
2019,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,56800,A,,,0
2020,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,60400,A,,,0
2021,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,61600,A,,,0
2022,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,61000,A,,,0
2023,Ontario,2021A000235,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107673457,8.1.1.1.4,60800,A,,,0
2000,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39000,A,,,0
2001,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39500,A,,,0
2002,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39400,A,,,0
2003,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39000,A,,,0
2004,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,38400,A,,,0
2005,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,38900,A,,,0
2006,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,38700,A,,,0
2007,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39000,A,,,0
2008,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39800,A,,,0
2009,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,38900,A,,,0
2010,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39100,A,,,0
2011,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39000,A,,,0
2012,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39200,A,,,0
2013,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,39900,A,,,0
2014,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,41200,A,,,0
2015,Ontario,2021A000235,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107673458,8.1.1.1.5,41000,A,,,0
